filedFor,industry,total_value,portfolio_value,sector_percentage,sector_price_index,year_quarter
2014-06-30,Basic Materials,1175131000,106671091000,1.1016396185541966,313.44000244140625,2014Q2
2014-06-30,Communication Services,5144134000,106671091000,4.8224255998281675,158.25,2014Q2
2014-06-30,Consumer Cyclical,1196451000,106671091000,1.121626289544559,529.4299926757812,2014Q2
2014-06-30,Consumer Defensive,26116488000,106671091000,24.483191983102525,459.3299865722656,2014Q2
2014-06-30,Energy,5380915000,106671091000,5.0443985803051365,727.6300048828125,2014Q2
2014-06-30,Financial Services,49105344000,106671091000,46.03435058145229,306.6099853515625,2014Q2
2014-06-30,Healthcare,2754983000,106671091000,2.58268943738468,704.52001953125,2014Q2
2014-06-30,Industrials,2443410000,106671091000,2.290601865129513,465.6099853515625,2014Q2
2014-06-30,Technology,13354235000,106671091000,12.519076044698934,632.4600219726562,2014Q2
2014-09-30,Basic Materials,1072166000,106897617451,1.0029840005474977,312.57000732421875,2014Q3
2014-09-30,Communication Services,6057509000,106897617451,5.666645472970113,161.1300048828125,2014Q3
2014-09-30,Consumer Cyclical,1277600000,106897617451,1.1951622781355529,528.9000244140625,2014Q3
2014-09-30,Consumer Defensive,26751544000,106897617451,25.025388439796085,465.07000732421875,2014Q3
2014-09-30,Energy,4894375000,106897617451,4.578563224052674,661.0499877929688,2014Q3
2014-09-30,Financial Services,48020218000,106897617451,44.92169156343604,312.2900085449219,2014Q3
2014-09-30,Healthcare,2818224000,106897617451,2.636376812880628,739.9600219726562,2014Q3
2014-09-30,Industrials,1911408451,106897617451,1.788073950175883,458.1099853515625,2014Q3
2014-09-30,Technology,14094573000,106897617451,13.185114258005523,659.9199829101562,2014Q3
2014-12-31,Basic Materials,1091666000,108476707000,1.0063598261698707,305.2799987792969,2014Q4
2014-12-31,Communication Services,6682231000,108476707000,6.160060703170128,152.5500030517578,2014Q4
2014-12-31,Consumer Cyclical,1760739000,108476707000,1.623149382659634,572.75,2014Q4
2014-12-31,Consumer Defensive,27623044000,108476707000,25.464493497207652,499.5799865722656,2014Q4
2014-12-31,Energy,815479000,108476707000,0.751754936661195,586.5900268554688,2014Q4
2014-12-31,Financial Services,50961367000,108476707000,46.979087409060085,333.32000732421875,2014Q4
2014-12-31,Healthcare,2955161000,108476707000,2.7242355356528294,791.969970703125,2014Q4
2014-12-31,Industrials,3497517000,108476707000,3.2242101523233,486.4700012207031,2014Q4
2014-12-31,Technology,13089503000,108476707000,12.066648557095304,691.9500122070312,2014Q4
2015-03-31,Basic Materials,1041354000,106286509000,0.9797612225649448,306.510009765625,2015Q1
2015-03-31,Communication Services,6762565000,106286509000,6.362580786240707,152.92999267578125,2015Q1
2015-03-31,Consumer Cyclical,1861613000,106286509000,1.7515045112639835,597.8599853515625,2015Q1
2015-03-31,Consumer Defensive,26319597000,106286509000,24.76287653779277,501.3299865722656,2015Q1
2015-03-31,Energy,688382000,106286509000,0.6476663938600147,565.760009765625,2015Q1
2015-03-31,Financial Services,48984221000,106286509000,46.08696010516255,324.95001220703125,2015Q1
2015-03-31,Healthcare,3167516000,106286509000,2.9801675017851985,840.72998046875,2015Q1
2015-03-31,Industrials,3821455000,106286509000,3.595428089561207,479.6600036621094,2015Q1
2015-03-31,Technology,13639806000,106286509000,12.833054851768628,693.1199951171875,2015Q1
2015-06-30,Basic Materials,1745466000,106376168467,1.6408430808837398,303.5199890136719,2015Q2
2015-06-30,Communication Services,7073940000,106376168467,6.649929304602164,153.47000122070312,2015Q2
2015-06-30,Consumer Cyclical,1688955000,106376168467,1.5877193400925578,607.2100219726562,2015Q2
2015-06-30,Consumer Defensive,24846757000,106376168467,23.357446839898127,489.2699890136719,2015Q2
2015-06-30,Energy,2392467,106376168467,0.0022490629569368167,551.1099853515625,2015Q2
2015-06-30,Financial Services,50287772000,106376168467,47.27353196181367,328.94000244140625,2015Q2
2015-06-30,Healthcare,3096684000,106376168467,2.911069316207467,861.1900024414062,2015Q2
2015-06-30,Industrials,3890706000,106376168467,3.657497779878182,466.3699951171875,2015Q2
2015-06-30,Technology,13743496000,106376168467,12.919713313667156,691.7999877929688,2015Q2
2015-09-30,Basic Materials,1626109000,126420550000,1.2862695186818915,250.89999389648438,2015Q3
2015-09-30,Communication Services,6337298000,126420550000,5.012870138596929,141.19000244140625,2015Q3
2015-09-30,Consumer Cyclical,1804101000,126420550000,1.427063084284952,589.3699951171875,2015Q3
2015-09-30,Consumer Defensive,47185039000,126420550000,37.32386783636046,484.9100036621094,2015Q3
2015-09-30,Energy,4724655000,126420550000,3.737252369175739,451.3299865722656,2015Q3
2015-09-30,Financial Services,46165742000,126420550000,36.51759306536793,305.3299865722656,2015Q3
2015-09-30,Healthcare,2819983000,126420550000,2.2306365539463324,766.0599975585938,2015Q3
2015-09-30,Industrials,3093982000,126420550000,2.447372677938832,431.7799987792969,2015Q3
2015-09-30,Technology,12663641000,126420550000,10.017074755646927,663.5499877929688,2015Q3
2015-12-31,Basic Materials,1568944000,130914950000,1.1984452501414085,273.6400146484375,2015Q4
2015-12-31,Communication Services,6238129000,130914950000,4.765024162633832,149.91000366210938,2015Q4
2015-12-31,Consumer Cyclical,2015753000,130914950000,1.5397424052791526,621.02001953125,2015Q4
2015-12-31,Consumer Defensive,49291572000,130914950000,37.65159899614215,518.4199829101562,2015Q4
2015-12-31,Energy,5425512000,130914950000,4.144302847001049,448.44000244140625,2015Q4
2015-12-31,Financial Services,47821658000,130914950000,36.52879827704933,321.7300109863281,2015Q4
2015-12-31,Healthcare,2722006000,130914950000,2.0792170794855744,833.22998046875,2015Q4
2015-12-31,Industrials,3545183000,130914950000,2.7080047007618306,463.5299987792969,2015Q4
2015-12-31,Technology,12286193000,130914950000,9.384866281505664,721.47998046875,2015Q4
2016-03-31,Basic Materials,1648701000,127578481000,1.2923033626650564,281.80999755859375,2016Q1
2016-03-31,Communication Services,5263890000,127578481000,4.126001468852729,172.5500030517578,2016Q1
2016-03-31,Consumer Cyclical,1899156000,127578481000,1.4886178179218172,628.4400024414062,2016Q1
