filedFor,year_quarter,Basic Materials_w,Communication Services_w,Consumer Cyclical_w,Consumer Defensive_w,Energy_w,Financial Services_w,Healthcare_w,Industrials_w,Real Estate_w,Technology_w,Basic Materials_logp,Communication Services_logp,Consumer Cyclical_logp,Consumer Defensive_logp,Energy_logp,Financial Services_logp,Healthcare_logp,Industrials_logp,Real Estate_logp,Technology_logp,portfolio_value
2017-03-31,2017Q1,1.794483128917162,3.9046886990978,1.3842846522469885,29.370806858676307,3.953227606013194,32.611440935640836,1.6463134865321325,6.19119861711797,,19.14355601575761,5.795236778559979,5.122057357452936,6.551423119478071,6.331128075471054,6.242242739517733,5.977821874036374,6.7566416493123755,6.327275859800679,,6.809271091510502,161697090000
2017-06-30,2017Q2,1.747977987109494,4.210816185592088,1.6198954930871308,28.861331265997077,4.119775723316028,33.702920299757665,1.5688021625601467,6.452473468518185,0.2581290949754001,17.457878319086788,5.82132848497314,5.037147380711266,6.570966989003354,6.340059465288361,6.169422437907632,6.0151566504238545,6.821031125477108,6.3680499263478465,5.304100629508722,6.846177734406925,161956559000
2017-09-30,2017Q3,1.6965811166174576,3.825682760558423,1.668785980965651,24.89963210434627,4.1648755926813195,41.47316743121601,1.3144464563971303,5.248748406147692,0.260936329729189,15.447143821340855,5.875351973286877,5.089877651526888,6.575731094079357,6.319670596044242,6.227958585199358,6.061643350434983,6.852570208351747,6.404203147261689,5.294309329830428,6.92574255797537,177484293000
2017-12-31,2017Q4,1.8976912423082928,3.3839690527199866,1.3441159932659228,23.410214118032247,4.27148643324601,42.66703831649744,1.6693673383857055,5.519010454064541,0.2537776607329693,15.583329390746885,5.952281845927549,5.114694945686653,6.68111815972557,6.37020914197893,6.296980384689881,6.139151532905012,6.875335362507492,6.465600290545812,5.3115297160903845,7.022698783510905,191075920000
2018-03-31,2018Q1,2.3804789158709942,3.2688876192143503,1.216820594473898,20.46946352900849,2.3213339802483364,40.95210745419149,1.7361405981102127,5.306503031303086,0.2448098098334833,22.10345446774566,5.853953776828187,5.007028843422972,6.664549297949263,6.269967158121124,6.191032374391726,6.104346676904647,6.825698846720581,6.416797603952926,5.245022043739299,7.0150659182793955,188795539000
2018-06-30,2018Q2,1.2366277469402045,3.085484986612751,1.2962411721035365,19.98981673265071,1.9954553620274325,40.5270537899315,1.9284545276441176,4.908725208150103,0.2610323653704142,24.771108108569234,5.896191849816511,4.9980227230801635,6.768757522081929,6.271139681458904,6.330682970267938,6.089384939832648,6.872936095338796,6.400423503922216,5.307772495088402,7.105490773848762,195467715000
2018-09-30,2018Q3,1.0843878746871152,2.770292777387469,1.0255145167131057,16.962540483351436,0.7870824390842832,42.58720053418472,1.6918075312191971,5.165722041748252,0.234139709335225,27.69131209228921,5.9051165963537,5.077546029824153,6.84203207200633,6.318156952038252,6.344108887611997,6.130726340546189,7.009661863046862,6.499802092821705,5.299017118612687,7.191843437676646,221020177000
2018-12-31,2018Q4,1.2230361218904375,2.8056891552653735,1.5663991369040704,18.569572619233064,0.5615363978105217,45.51510454862476,1.4759687559825767,4.96725026706411,0.2888595314694893,23.026583465755596,5.757702301223951,4.932889936675444,6.6612151498615315,6.257437685753745,6.049898553216259,5.981161638695274,6.908934576013744,6.295561111293644,5.259368619582427,6.992381367141846,182503931000
2019-03-31,2019Q1,1.1586274660117355,2.65316066565813,2.0605413791181433,15.35459920911268,0.2661523695975296,46.41032272226372,1.4190705124129153,4.831101765759796,0.3141870370753607,25.532236872989987,5.86499391422269,5.074986305284329,6.815387786707124,6.3611297932581525,6.206858174486936,6.08114527208534,6.970016199199501,6.46996327494141,5.41043994858848,7.183415394738597,198552431000
2019-06-30,2019Q2,0.3483723785935723,2.630707029072828,2.11664316642524,15.281922403955427,0.2504986741874384,47.34248185139635,1.260905364512825,4.871256613424756,0.2980769330008392,25.599135585430723,5.905743286601282,5.101267858334363,6.851798513909338,6.392486510477201,6.1564279656544425,6.128875932190365,6.977719651065778,6.479568992483218,5.426094712318587,7.22443293096456,207346806000
2019-09-30,2019Q3,0.3421048814180287,2.686130312592186,2.080053889047787,15.054325400327851,0.4034687403558535,45.98826705022418,1.1881789435801635,4.726570162313324,0.3257735773913436,27.20512704274928,5.89896542265359,5.119549455111312,6.8535841840446095,6.444735215588676,6.0802306448640335,6.143198040488773,6.950211133338682,6.484467304968415,5.495527560891224,7.25372511694016,213840854000
2019-12-31,2019Q4,0.3060777940250467,2.7010496210260992,1.9256502744368311,14.314363371437777,0.3342711462621395,43.51380258664048,1.4762031596264622,4.233010006212588,0.2877556836395994,30.90781635669298,5.955448708721976,5.2020267028695235,6.893950406727489,6.472299880291049,6.123501054255751,6.23713253714522,7.0801947948274435,6.533207238002494,5.4819713990527115,7.38471592940399,240992981000
2020-03-31,2020Q1,0.2375606790862851,2.8250552580361568,1.7722244167623844,15.787826720084125,0.1252955721375176,37.13874998320544,2.016278897696824,2.958383645343758,0.1928338544938397,36.94579097315367,5.646259327201957,5.012965950029919,6.675961907290641,6.32852592638244,5.408963859314081,5.846496545104817,6.940125682649011,6.212846538019688,5.260823158952103,7.254432400583553,174982241000
2020-06-30,2020Q2,0.5489422421269007,2.76469599516618,1.8785092115854392,15.074229181968244,,31.88572694548295,1.8659061496119904,0.0032767961130966,0.2884438977053123,45.69026958023989,5.871638763696845,5.192289989047339,6.95789695225662,6.3991438971219194,,5.954515226996685,7.062876957661498,6.364750756851911,5.377082332363082,7.517575183684538,201538325000
2020-09-30,2020Q3,0.3645612804613256,4.151880384681693,2.0004414018375525,12.949409555879049,1.356722443836332,26.58164444750853,3.989033121336908,0.004212785308842,0.2850410207732877,48.317053558376486,5.991489571208939,5.2755092553214915,7.0964646745278,6.490935977258828,5.427106305527791,5.992164299172632,7.115598388872077,6.478017958642,5.388843379309258,7.627817020601843,234951446000
2020-12-31,2020Q4,0.249022494875492,6.059163275017065,2.05997800461006,12.798667100002303,1.5253789329645624,27.00682458936293,4.473123932508614,0.0037254251776955,0.3089786377982651,45.51513760768301,6.121856623539852,5.402316948315554,7.172086882809199,6.545809335305935,5.65648125273144,6.195282542368022,7.188420296714315,6.619459655716335,5.428906909470086,7.7368659051441355,268506265000
2021-03-31,2021Q1,0.1522641978193933,6.027253089248414,2.4270812087274307,13.352932111364268,0.9194948076755384,31.315895880881644,3.866056627347963,0.003742673324056,0.3031758141829601,41.632103589428326,6.203971715028045,5.477634409220125,7.2011037924253865,6.550308640181583,5.913205703741515,6.338099204365416,7.215489922359463,6.723808378595117,5.5093883366279774,7.754078403866325,269780425000
2021-06-30,2021Q2,,5.647111628757074,2.258448012601855,12.784242412942524,0.8285829062625858,31.8151646984536,3.3022925362421782,0.0042260482523162,0.2882484436054079,43.071683312882456,,5.577274005770226,7.266701603783519,6.581498677784121,6.009721851392627,6.414442040317051,7.292296291339635,6.7641619951523575,5.625496569458729,7.861141382635704,292306175000
2021-09-30,2021Q3,,5.2456261432548,2.118310778091467,12.131212513764046,0.9935891354296202,32.151140036267236,2.729271268277648,0.0036908506256042,0.2668310644849609,44.360328209804614,,5.5911362549842485,7.265212875552756,6.5716949814281564,5.981111147362562,6.437111405761462,7.3024896785794935,6.717599132288709,5.627944789136227,7.872390391155048,293076071000
2021-12-31,2021Q4,,4.771862610830884,1.9344700681275184,11.597184532593216,1.3609750199098531,29.102140939396342,1.5895899423116506,0.0038609005356423,0.2546890405023841,49.38522694579251,,5.589044838259233,7.384461402350289,6.690345229172582,6.0467573097559075,6.477033865655801,7.404838939363641,6.796779049090226,5.783055655550709,8.024682144286524,329767625000
2022-03-31,2022Q1,0.3105222223286139,3.8797034619477944,1.5298373455918917,11.31761937040821,9.2820311152446,27.03164094578956,1.4047228341828022,0.0035132239304167,0.1189413420505486,45.121468138525564,6.316171435887882,5.459968403972453,7.288032445138866,6.673891938870605,6.366350152997659,6.457726788193342,7.374509922606541,6.76902183279196,5.711816824085469,7.935258200152438,362601424000
2022-06-30,2022Q2,0.3593959392185478,4.193925432983249,1.192658542290682,13.397999230383116,10.915719309169084,25.57572916947865,1.330761344869975,0.0036185816326035,0.0603017957152115,42.96989065425888,6.138072574650863,5.225907944468035,6.98265867619141,6.620139854699943,6.303058421728174,6.260250409651302,7.30941988003283,6.604499189522853,5.544278619847001,7.706594902527812,299647793000
2022-09-30,2022Q3,0.3010302323790157,3.756679842974199,1.2787416604858488,12.195609545821553,12.250993173209787,24.24434649277434,1.4166116874583905,0.1051067598680279,,44.45088060502883,6.058585642279344,5.0876580278159995,7.023144392464227,6.545033560519325,6.314562020362362,6.223349807400833,7.252309047131505,6.5519370759160225,,7.640051101663814,291405615000
2022-12-31,2022Q4,0.3320213387754024,3.5533149696001916,1.1843657278377355,13.717349034225071,13.877482880515265,24.66275323732427,1.2789636638353097,0.1429343860772579,,41.250814761809494,6.1934865768648715,5.071228512233326,6.913220298988393,6.658177918830908,6.510764204896637,6.345180099273568,7.368680346931382,6.723111056183538,,7.68348191090125,299007622119
2023-03-31,2023Q1,0.2953788983066128,3.3338322577455193,0.9309206119305056,12.303961923749313,10.710714299651292,22.45161886710291,1.1669074513026338,0.1210141282700941,,48.68565156194112,6.2303239812989055,5.255044447941139,7.0596004292334715,6.659780986794387,6.4534675446298015,6.28279002920643,7.320348243767967,6.7529594224044915,,7.878147750445278,325108752692
2023-06-30,2023Q2,0.1782104955859393,2.16957937292293,1.0152204707791417,10.95009050759224,9.348737249805994,21.875602506839662,1.057072471890699,0.154762758986712,,53.25072416559669,6.2575334652406704,5.3756487179583266,7.193340183209972,6.657779963106711,6.435444987529209,6.3299169386270275,7.345119487607087,6.811343522205642,,8.034579213009714,348194055552
2023-09-30,2023Q3,,2.008273759093116,0.770660909349661,11.308948656603803,10.51954024026382,22.42119477117303,1.0833737920548143,0.1236287889217485,,51.76437908254,,5.403622910907371,7.142036574706803,6.5894215205249935,6.542745701770261,6.313837810712578,7.314033370331935,6.7541028169020585,,7.974381441958469,314952628264
2023-12-31,2023Q4,,1.8288047631216555,0.6112230618183646,10.77936258380316,9.480047520254816,25.24782827884198,1.0745565971965982,0.1417987915948997,,50.836378403368535,,5.49618411214232,7.247799706130813,6.647714338895812,6.473381280989824,6.443797302736302,7.389193300938843,6.862318503857793,,8.104549374999145,351900674461
2024-03-31,2024Q1,,1.9181831924770472,0.7648669799507667,11.872362541543607,10.70837930548366,31.225625563884208,1.5023478453569563,0.1669178288589748,,41.84131674244478,,5.66445239679886,7.297409362814692,6.6945496701205665,6.588857716169554,6.546699327344415,7.443575894350589,6.964428630536936,,8.250531282438216,331680406332
2024-06-30,2024Q2,,2.100414319634924,0.9643309976487132,13.743364439982397,12.37402943599428,37.88392389122557,1.786541374658091,0.2416178567513473,,30.90577768410467,,5.738151663283441,7.315264926453933,6.7023780021900725,6.548734708141091,6.530527726525799,7.43296301768946,6.928165559969595,,8.388793697331248,279969062343
2024-09-30,2024Q3,,2.183758996307775,0.9601103113537316,16.170199972168927,11.496775094112644,39.435030940003806,2.2213271317010186,0.3780740723451772,,27.15472348200693,,5.751302010025054,7.381134475945595,6.788723997550031,6.516888057421068,6.625604511478119,7.493584462861508,7.044957477217799,,8.390204966043303,266378900503
2024-12-31,2024Q4,,2.2680901823168305,1.2369453656962563,14.684609369284892,11.315636386902812,38.9585960143157,2.020429647658875,0.3690578646006429,,29.146635169223984,,5.833816101237489,7.5127049434655495,6.749521302316858,6.484406164493495,6.690146386201316,7.380723260191887,7.0171924955637754,,8.435879013331778,267175474249
